福野町,136.919663,36.591761,0
福光駅前四ッ角,136.876806,36.558713,0
城端行政センター前,136.900901,36.512199,0
城端駅前,136.900815,36.522192,0
高儀,136.93453,36.607265,0
福野文化創造センター前,136.917265,36.590879,0
福野北口,136.921174,36.596543,0
野尻,136.922702,36.602343,0
福野小学校,136.916832,36.594829,0
福野行政センター前,136.918529,36.588067,0
高沼,137.027921,36.515174,0
草嶺,137.025877,36.498122,0
押場,137.030132,36.482542,0
北豆谷,137.032337,36.47554,0
郵便局,137.031511,36.471749,0
利賀行政センター,137.026548,36.457797,0
興真寺,137.02567,36.456325,0
バスセンター,137.025696,36.453324,0
岩渕,137.021945,36.451998,0
上畠,137.011779,36.438744,0
阿別当,137.001974,36.417511,0
田の島,136.992753,36.402483,0
千束,136.990142,36.388083,0
大勘場,136.986604,36.362275,0
菅沼ダム,137.050496,36.487289,0
谷内,137.045587,36.463886,0
島地,137.04016,36.452292,0
中村,137.038196,36.441668,0
合掌村口,137.040648,36.432419,0
上百瀬,137.037416,36.424002,0
スノーバレー,137.034635,36.414269,0
西勝寺,137.003987,36.420671,0
上梨,136.931121,36.410734,0
田向,136.931925,36.408704,0
下出,136.971061,36.439712,0
篭渡,136.960725,36.434481,0
下梨,136.948931,36.432942,0
大島,136.950566,36.430242,0
小来栖,136.943577,36.439592,0
来栖,136.941102,36.432137,0
相倉口,136.939093,36.430698,0
漆原,136.94216,36.429177,0
中畑,136.940208,36.42879,0
見座,136.938901,36.427162,0
ゆー楽,136.976749,36.455236,0
寿川,136.974718,36.450097,0
入谷口,136.973496,36.44576,0
入谷,136.977529,36.444624,0
高草嶺,136.976115,36.441229,0
大渡橋,136.967866,36.457344,0
大崩島,136.972529,36.455987,0
東中江,136.973724,36.442429,0
上松尾,136.953691,36.443557,0
梨谷,136.926747,36.442304,0
祖山,136.983262,36.474914,0
杉尾,136.968621,36.468502,0
福野小学校,136.916685,36.594861,0
安清西口,136.928543,36.557644,0
安清,136.927287,36.560915,0
江田,136.926768,36.565229,0
石田,136.924763,36.569401,0
八塚口,136.925352,36.575933,0
八塚,136.923548,36.58135,0
福野駅,136.922913,36.588643,0
福野行政センター,136.919172,36.587635,0
院林,136.906712,36.587959,0
梅ケ島,136.897478,36.587807,0
布袋,136.893344,36.579331,0
三ツ屋,136.890245,36.581961,0
前田,136.893861,36.589156,0
産業文化会館,136.923073,36.594446,0
福野駅口,136.920819,36.590055,0
福野厚生病院,136.928476,36.596015,0
ア・ミュー南口,136.915106,36.591204,0
旅川会館,136.910785,36.591568,0
ア・ミュー北口,136.9148,36.594735,0
柴田屋口,136.91358,36.595074,0
柴田屋,136.906704,36.597181,0
柴田屋住宅前,136.904381,36.597567,0
上川崎橋詰,136.896203,36.599116,0
安居南口,136.887281,36.593452,0
安居公民館前,136.886845,36.596947,0
上川崎,136.893345,36.599946,0
安居寺前,136.887993,36.600387,0
老健なんと口,136.905913,36.542124,0
東島公民館前,136.8955,36.545159,0
高宮口,136.875283,36.553039,0
天神町,136.872113,36.555415,0
飛野,136.873225,36.543512,0
立美,136.86065,36.517635,0
神明社前,136.858506,36.520622,0
松木口,136.876977,36.567481,0
松木神社前,136.873499,36.571681,0
和泉,136.874839,36.574681,0
本町,136.871539,36.557968,0
観音町公園前,136.874033,36.560839,0
福光東町,136.873542,36.55923,0
福光中央通り,136.871946,36.56013,0
福光西口,136.866739,36.561863,0
中の江,136.863357,36.565371,0
湯谷,136.820791,36.585599,0
上砂子谷,136.811668,36.59152,0
砂子口,136.810397,36.589943,0
西部小学校前,136.808116,36.592441,0
砂子谷,136.807633,36.592838,0
鳥越,136.80526,36.598306,0
高窪,136.798883,36.594581,0
徳成,136.912497,36.544249,0
東殿,136.912465,36.547905,0
高畠,136.912495,36.557553,0
越中北山田,136.905852,36.557108,0
梅原,136.899044,36.557867,0
出村,136.893245,36.557573,0
一日市,136.889773,36.557679,0
吉江保育園前,136.881945,36.558636,0
福光駅前,136.877524,36.558049,0
小又西口,136.809719,36.567729,0
土山,136.807973,36.576595,0
華山温泉前,136.858289,36.571275,0
川合田温泉,136.850642,36.576082,0
蔵原口,136.82848,36.591162,0
人母,136.807498,36.612299,0
福光西町,136.869406,36.5609,0
山田新,136.889936,36.528371,0
岩木,136.881523,36.587973,0
岩木公民館前,136.87706,36.583993,0
東太美,136.863665,36.530444,0
経塚口,136.866297,36.534048,0
殿口,136.868345,36.536785,0
高畠公民館前,136.912595,36.554541,0
高宮,136.875815,36.548151,0
上野,136.859659,36.522948,0
小林神社前,136.880074,36.547516,0
荒木北口,136.884767,36.55721,0
北陸病院前,136.903513,36.538342,0
塔尾口,136.885842,36.504605,0
塔尾,136.88385,36.503297,0
是安,136.907677,36.529496,0
瀬戸,136.888475,36.484647,0
盛新公民館前,136.888258,36.490994,0
中尾口,136.893857,36.491307,0
俵組前,136.917787,36.50228,0
林道公民館前,136.908214,36.496223,0
打尾,136.902522,36.49541,0
若松製作所前,136.901445,36.498247,0
大鋸屋神社前,136.895926,36.494626,0
大鋸屋公民館前,136.895948,36.498367,0
下中尾,136.887429,36.499895,0
上見,136.885719,36.498242,0
上原,136.880242,36.500816,0
立野原橋北詰,136.874741,36.501622,0
桜ケ池クアガーデン,136.871604,36.499981,0
蓑谷口,136.917691,36.504371,0
蓑谷支所前,136.916393,36.509652,0
理休交差点,136.907517,36.509665,0
泉団地前,136.905447,36.503727,0
宮崎鍼灸前,136.903538,36.510524,0
野口交差点,136.891127,36.510425,0
野口営農角,136.88787,36.506269,0
スーパー農道交差点,136.884361,36.508063,0
南原,136.877286,36.505215,0
東西原公民館前,136.941911,36.517094,0
西明公民館前,136.929343,36.517694,0
細野公民館前,136.924085,36.512555,0
亀川橋北詰,136.92446,36.520296,0
菊賀,136.915112,36.516366,0
さくら保育園・JA前,136.909398,36.514472,0
うらら,136.908134,36.512577,0
牧印刷前,136.906964,36.513848,0
美山荘,136.90558,36.512908,0
東上山蔵,136.903505,36.51523,0
城端行政センター,136.901032,36.512164,0
別院前,136.901694,36.515756,0
セフレ,136.899051,36.517825,0
千福公民館,136.886922,36.512162,0
